Unnamed: 0,totpop_PL,hispanic_PL,white_PL,black_PL,sor_PL,state,county,tract,GEOID,totpop_ACS,hispanic_ACS,white_ACS,black_ACS,sor_ACS,brazilian_ACS,guyanese_ACS,cabo_verdean_ACS,belizean_ACS,armenian_ACS,cypriot_ACS,egyptian_ACS,iranian_ACS,iraqi_ACS,israeli_ACS,jordanian_ACS,lebanese_ACS,maltese_ACS,moroccan_ACS,palestinian_ACS,sudanese_ACS,syrian_ACS,turkish_ACS,arab_ACS,arab_arab_ACS,arab_other_ACS,chaldean_ACS,mena_world_bank_ACS,mena_unhcr_ACS,mena_unsd_ACS,hispanic_PL_pct,white_PL_pct,black_PL_pct,sor_PL_pct,hispanic_ACS_pct,white_ACS_pct,black_ACS_pct,sor_ACS_pct,brazilian_ACS_pct,guyanese_ACS_pct,cabo_verdean_ACS_pct,belizean_ACS_pct,armenian_ACS_pct,cypriot_ACS_pct,egyptian_ACS_pct,iranian_ACS_pct,iraqi_ACS_pct,israeli_ACS_pct,jordanian_ACS_pct,lebanese_ACS_pct,maltese_ACS_pct,moroccan_ACS_pct,palestinian_ACS_pct,sudanese_ACS_pct,syrian_ACS_pct,turkish_ACS_pct,arab_ACS_pct,arab_arab_ACS_pct,arab_other_ACS_pct,chaldean_ACS_pct,mena_world_bank_ACS_pct,mena_unhcr_ACS_pct,mena_unsd_ACS_pct,not_sor0_w0_b0_ACS_pct,non_brazilian_ACS_pct
0,4641,310,4311,315,121,48,1,950100,48001950100,5268,488,4214,213,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956335003579098,0.6698282032927703,0.0109162491052254,0.1787759484609878,0.9616865261228232,0.5921173235563703,0.0014665444546287,0.0471127406049495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35930339138405154,1.0
1,5782,1610,5763,2174,1539,48,1,950401,48001950401,4763,1836,1551,1590,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956335003579098,0.6698282032927703,0.0109162491052254,0.1787759484609878,0.9616865261228232,0.5921173235563703,0.0014665444546287,0.0471127406049495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35930339138405154,1.0
2,7115,2002,7109,2924,1922,48,1,950402,48001950402,6540,2006,2847,2425,182,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956335003579098,0.6698282032927703,0.0109162491052254,0.1787759484609878,0.9616865261228232,0.5921173235563703,0.0014665444546287,0.0471127406049495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35930339138405154,1.0
3,4479,1631,3935,807,835,48,1,950500,48001950500,4323,1386,2549,801,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956335003579098,0.6698282032927703,0.0109162491052254,0.1787759484609878,0.9616865261228232,0.5921173235563703,0.0014665444546287,0.0471127406049495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35930339138405154,1.0
4,6036,1369,5506,1620,690,48,1,950600,48001950600,5448,1419,3712,711,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956335003579098,0.6698282032927703,0.0109162491052254,0.1787759484609878,0.9616865261228232,0.5921173235563703,0.0014665444546287,0.0471127406049495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35930339138405154,1.0
5,2564,738,2318,948,427,48,1,950700,48001950700,2655,562,976,1383,34,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956335003579098,0.6698282032927703,0.0109162491052254,0.1787759484609878,0.9616865261228232,0.5921173235563703,0.0014665444546287,0.0471127406049495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35930339138405154,1.0
6,5427,1064,4940,1137,526,48,1,950800,48001950800,6394,974,3317,2285,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956335003579098,0.6698282032927703,0.0109162491052254,0.1787759484609878,0.9616865261228232,0.5921173235563703,0.0014665444546287,0.0471127406049495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35930339138405154,1.0
7,5281,858,4882,554,385,48,1,950901,48001950901,5140,525,3829,475,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956335003579098,0.6698282032927703,0.0109162491052254,0.1787759484609878,0.9616865261228232,0.5921173235563703,0.0014665444546287,0.0471127406049495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35930339138405154,1.0
8,5090,693,4730,473,331,48,1,950902,48001950902,4667,360,3426,431,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956335003579098,0.6698282032927703,0.0109162491052254,0.1787759484609878,0.9616865261228232,0.5921173235563703,0.0014665444546287,0.0471127406049495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35930339138405154,1.0
9,3618,242,3421,99,75,48,1,951001,48001951001,4527,288,3541,409,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956335003579098,0.6698282032927703,0.0109162491052254,0.1787759484609878,0.9616865261228232,0.5921173235563703,0.0014665444546287,0.0471127406049495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35930339138405154,1.0
